apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Trakų - Elektrėnų (Nr. 58),0.0057,Lietuvos krikščionių demokratų partija,4,-,Liudvinavo (Nr. 78)
Trakų - Elektrėnų (Nr. 58),0.0042,Lietuvių tautininkų sąjunga,3,-,Liudvinavo (Nr. 78)
Trakų - Elektrėnų (Nr. 58),0.0028,Krikščionių demokratų sąjunga,2,-,Liudvinavo (Nr. 78)
Trakų - Elektrėnų (Nr. 58),0.0014,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Liudvinavo (Nr. 78)
Trakų - Elektrėnų (Nr. 58),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Liudvinavo (Nr. 78)
Vilniaus - Trakų (Nr. 57),0.2651,Lietuvos liberalų sąjunga,390,6,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.2517,Naujoji sąjunga (socialliberalai),358,18,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.2102,A.Brazausko socialdemokratinė koalicija,302,12,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0683,Tėvynės sąjunga  (Lietuvos konservatoriai),97,5,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0622,Lietuvos lenkų rinkimų akcija,92,1,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0502,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",73,2,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0261,Lietuvos centro sąjunga,34,5,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0194,Krikščionių demokratų sąjunga,29,-,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.012,Nuosaikiųjų konservatorių sąjunga,13,5,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.008,Lietuvos krikščionių demokratų partija,11,1,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0074,Lietuvių tautininkų sąjunga,11,-,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0074,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",11,-,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.006,"Lietuvos partija ""Socialdemokratija 2000""",9,-,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0033,Lietuvos laisvės sąjunga,5,-,Melioratorių (Nr. 50)
Vilniaus - Trakų (Nr. 57),0.0027,Lietuvos valstiečių partija,4,-,Melioratorių (Nr. 50)
Vilniaus - Šalčininkų (Nr. 56),0.7518,Lietuvos lenkų rinkimų akcija,200,12,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.1738,Naujoji sąjunga (socialliberalai),49,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.0603,A.Brazausko socialdemokratinė koalicija,17,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.0035,Lietuvių tautininkų sąjunga,1,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.0035,Lietuvos valstiečių partija,1,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.0035,Lietuvos centro sąjunga,-,1,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.0035,Lietuvos krikščionių demokratų partija,1,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,Tėvynės sąjunga  (Lietuvos konservatoriai),-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos liberalų sąjunga,-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,Krikščionių demokratų sąjunga,-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Rakonių (Nr. 55)
Vilniaus - Šalčininkų (Nr. 56),0.3503,Naujoji sąjunga (socialliberalai),394,12,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.2261,A.Brazausko socialdemokratinė koalicija,254,8,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.1933,Lietuvos lenkų rinkimų akcija,214,10,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.1208,Lietuvos liberalų sąjunga,139,1,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0397,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",45,1,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0336,Tėvynės sąjunga  (Lietuvos konservatoriai),38,1,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0069,Lietuvos krikščionių demokratų partija,7,1,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.006,Krikščionių demokratų sąjunga,7,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0052,Lietuvos centro sąjunga,6,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0052,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",6,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0043,Lietuvos valstiečių partija,5,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0043,Nuosaikiųjų konservatorių sąjunga,5,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0035,Lietuvių tautininkų sąjunga,4,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.0009,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Neries (Nr. 52)
Vilniaus - Šalčininkų (Nr. 56),0.298,Naujoji sąjunga (socialliberalai),363,11,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.2892,A.Brazausko socialdemokratinė koalicija,353,10,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.1673,Lietuvos lenkų rinkimų akcija,204,6,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.1299,Lietuvos liberalų sąjunga,162,1,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0382,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",47,1,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0207,Tėvynės sąjunga  (Lietuvos konservatoriai),26,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0191,Krikščionių demokratų sąjunga,23,1,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0072,Lietuvių tautininkų sąjunga,9,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0072,Lietuvos krikščionių demokratų partija,8,1,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0056,Lietuvos centro sąjunga,7,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0048,"Lietuvos partija ""Socialdemokratija 2000""",6,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0032,Lietuvos valstiečių partija,4,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0032,Lietuvos laisvės sąjunga,3,1,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0032,Nuosaikiųjų konservatorių sąjunga,4,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.0032,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",4,-,Nemenčinės (Nr. 51)
Vilniaus - Šalčininkų (Nr. 56),0.6541,Lietuvos lenkų rinkimų akcija,218,77,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.2173,Naujoji sąjunga (socialliberalai),72,26,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0621,A.Brazausko socialdemokratinė koalicija,27,1,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0244,Lietuvos liberalų sąjunga,10,1,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0177,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",8,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0089,Lietuvių tautininkų sąjunga,4,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0067,Lietuvos valstiečių partija,3,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0022,Lietuvos laisvės sąjunga,1,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0022,Lietuvos krikščionių demokratų partija,1,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0022,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.0022,Krikščionių demokratų sąjunga,1,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos centro sąjunga,-,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),,Tėvynės sąjunga  (Lietuvos konservatoriai),-,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Savičiūnų (Nr. 43)
Vilniaus - Šalčininkų (Nr. 56),0.8155,Lietuvos lenkų rinkimų akcija,80,88,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0922,Naujoji sąjunga (socialliberalai),15,4,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.034,A.Brazausko socialdemokratinė koalicija,5,2,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0146,Lietuvių tautininkų sąjunga,2,1,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0146,Tėvynės sąjunga  (Lietuvos konservatoriai),3,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0097,Lietuvos liberalų sąjunga,2,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0097,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",2,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0049,Lietuvos valstiečių partija,1,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.0049,Krikščionių demokratų sąjunga,-,1,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos centro sąjunga,-,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos krikščionių demokratų partija,-,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Senasalio (Nr. 42)
Vilniaus - Šalčininkų (Nr. 56),0.6947,Lietuvos lenkų rinkimų akcija,63,3,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.1053,A.Brazausko socialdemokratinė koalicija,10,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.0632,Naujoji sąjunga (socialliberalai),6,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.0526,Tėvynės sąjunga  (Lietuvos konservatoriai),5,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.0526,Lietuvos liberalų sąjunga,5,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.0105,Lietuvos valstiečių partija,1,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.0105,Lietuvos krikščionių demokratų partija,1,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.0105,Nuosaikiųjų konservatorių sąjunga,1,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvių tautininkų sąjunga,-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos centro sąjunga,-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,Krikščionių demokratų sąjunga,-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Šarkaičių (Nr. 36)
Vilniaus - Šalčininkų (Nr. 56),0.401,Naujoji sąjunga (socialliberalai),82,1,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.3865,Lietuvos lenkų rinkimų akcija,76,4,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.1546,A.Brazausko socialdemokratinė koalicija,29,3,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0145,Lietuvos liberalų sąjunga,2,1,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0145,"Lietuvos partija ""Socialdemokratija 2000""",3,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0048,Lietuvių tautininkų sąjunga,1,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0048,Lietuvos valstiečių partija,1,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0048,Lietuvos centro sąjunga,1,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0048,Krikščionių demokratų sąjunga,1,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0048,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.0048,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos krikščionių demokratų partija,-,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),,Tėvynės sąjunga  (Lietuvos konservatoriai),-,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Baušių (Nr. 34)
Vilniaus - Šalčininkų (Nr. 56),0.5,Lietuvos lenkų rinkimų akcija,92,8,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.215,Naujoji sąjunga (socialliberalai),42,1,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.215,A.Brazausko socialdemokratinė koalicija,38,5,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.04,Tėvynės sąjunga  (Lietuvos konservatoriai),7,1,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.02,Lietuvos liberalų sąjunga,3,1,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.005,Lietuvių tautininkų sąjunga,1,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.005,Krikščionių demokratų sąjunga,1,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos valstiečių partija,-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos centro sąjunga,-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos krikščionių demokratų partija,-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Milkūnų (Nr. 33)
Vilniaus - Šalčininkų (Nr. 56),0.7368,Lietuvos lenkų rinkimų akcija,72,12,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0965,A.Brazausko socialdemokratinė koalicija,7,4,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0789,Naujoji sąjunga (socialliberalai),8,1,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0175,Tėvynės sąjunga  (Lietuvos konservatoriai),2,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Lietuvos valstiečių partija,-,1,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Lietuvos centro sąjunga,1,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Lietuvos laisvės sąjunga,1,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Lietuvos krikščionių demokratų partija,-,1,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Lietuvos liberalų sąjunga,1,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Nuosaikiųjų konservatorių sąjunga,1,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,Krikščionių demokratų sąjunga,1,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.0088,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvių tautininkų sąjunga,-,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Jurgelionių (Nr. 32)
Vilniaus - Šalčininkų (Nr. 56),0.596,Lietuvos lenkų rinkimų akcija,56,3,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.2525,Naujoji sąjunga (socialliberalai),23,2,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0303,Lietuvos liberalų sąjunga,2,1,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0202,Lietuvos valstiečių partija,2,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0202,Lietuvos centro sąjunga,1,1,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0202,Tėvynės sąjunga  (Lietuvos konservatoriai),-,2,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0202,A.Brazausko socialdemokratinė koalicija,2,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0202,Krikščionių demokratų sąjunga,2,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0101,Lietuvių tautininkų sąjunga,1,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0101,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos krikščionių demokratų partija,-,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Krakūnų (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.4364,Lietuvos liberalų sąjunga,15,33,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.2636,A.Brazausko socialdemokratinė koalicija,29,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.1182,Naujoji sąjunga (socialliberalai),12,1,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0909,Lietuvos lenkų rinkimų akcija,9,1,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0273,Krikščionių demokratų sąjunga,2,1,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0182,Tėvynės sąjunga  (Lietuvos konservatoriai),2,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0182,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",2,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0091,Lietuvių tautininkų sąjunga,1,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0091,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.0091,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos valstiečių partija,-,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos centro sąjunga,-,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos krikščionių demokratų partija,-,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),,Nuosaikiųjų konservatorių sąjunga,-,-,Gėlos (Nr. 31)
Vilniaus - Šalčininkų (Nr. 56),0.3471,Lietuvos lenkų rinkimų akcija,130,21,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.3034,Naujoji sąjunga (socialliberalai),120,12,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.1586,A.Brazausko socialdemokratinė koalicija,64,5,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0667,Tėvynės sąjunga  (Lietuvos konservatoriai),27,2,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0667,Lietuvos liberalų sąjunga,25,4,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0253,Krikščionių demokratų sąjunga,10,1,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0115,Lietuvos centro sąjunga,5,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0092,Lietuvos krikščionių demokratų partija,4,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0069,Lietuvos valstiečių partija,1,2,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0023,Nuosaikiųjų konservatorių sąjunga,1,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.0023,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvių tautininkų sąjunga,-,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),,Lietuvos laisvės sąjunga,-,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Dieveniškių (Nr. 30)
Vilniaus - Šalčininkų (Nr. 56),0.4365,Lietuvos lenkų rinkimų akcija,133,8,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.2291,Naujoji sąjunga (socialliberalai),70,4,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.1517,A.Brazausko socialdemokratinė koalicija,43,6,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0619,Lietuvos liberalų sąjunga,20,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0372,Tėvynės sąjunga  (Lietuvos konservatoriai),10,2,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0186,Lietuvos centro sąjunga,6,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0186,Lietuvos krikščionių demokratų partija,5,1,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0124,Lietuvos valstiečių partija,4,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0093,Lietuvių tautininkų sąjunga,3,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0062,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0062,Nuosaikiųjų konservatorių sąjunga,2,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0062,Krikščionių demokratų sąjunga,2,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0031,Lietuvos laisvės sąjunga,1,-,Poškonių (Nr. 29)
Vilniaus - Šalčininkų (Nr. 56),0.0031,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Poškonių (Nr. 29)
