nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
0.0024,Naujosios Vilnios (Nr. 10) apygarda,Lietuvos valstiečių partija,0,36
0.0024,Naujosios Vilnios (Nr. 10) apygarda,Respublikonų partija,2,34
0.0008,Naujosios Vilnios (Nr. 10) apygarda,Tautos pažangos partija,0,12
0.3194,Lazdynų (Nr. 9) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),153,6464
0.1122,Lazdynų (Nr. 9) apygarda,Lietuvos piliečių aljansas,20,2304
0.0899,Lazdynų (Nr. 9) apygarda,Lietuvos demokratinė darbo partija,22,1841
0.0728,Lazdynų (Nr. 9) apygarda,Lietuvos centro sąjunga,20,1487
0.0726,Lazdynų (Nr. 9) apygarda,Lietuvos lenkų rinkimų akcija,18,1486
0.0654,Lazdynų (Nr. 9) apygarda,Lietuvos socialdemokratų partija,29,1326
0.0487,Lazdynų (Nr. 9) apygarda,Lietuvos rusų sąjunga,15,993
0.0437,Lazdynų (Nr. 9) apygarda,Lietuvos krikščionių demokratų partija,26,880
0.0399,Lazdynų (Nr. 9) apygarda,Lietuvos liberalų sąjunga,7,820
0.0308,Lazdynų (Nr. 9) apygarda,Lietuvos  moterų partija,12,627
0.0202,Lazdynų (Nr. 9) apygarda,Krikščionių demokratų sąjunga,9,410
0.0196,Lazdynų (Nr. 9) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",6,399
0.0151,Lazdynų (Nr. 9) apygarda,Lietuvių tautininkų sąjunga,0,313
0.0106,Lazdynų (Nr. 9) apygarda,Lietuvos socialistų partija,2,218
0.0075,Lazdynų (Nr. 9) apygarda,Lietuvos laisvės lyga,2,154
0.006,Lazdynų (Nr. 9) apygarda,Lietuvos ūkio partija,1,124
0.005,Lazdynų (Nr. 9) apygarda,Lietuvos socialinio teisingumo sąjunga,0,104
0.0047,Lazdynų (Nr. 9) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,9,88
0.0037,Lazdynų (Nr. 9) apygarda,Lietuvos laisvės sąjunga,2,75
0.0032,Lazdynų (Nr. 9) apygarda,Lietuvos valstiečių partija,4,62
0.0027,Lazdynų (Nr. 9) apygarda,Lietuvos gyvenimo logikos partija,0,55
0.0024,Lazdynų (Nr. 9) apygarda,Respublikonų partija,0,50
0.0019,Lazdynų (Nr. 9) apygarda,Lietuvos liaudies partija,0,40
0.0018,Lazdynų (Nr. 9) apygarda,Tautos pažangos partija,2,35
0.3311,Karoliniškių (Nr. 8) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),143,7072
0.1396,Karoliniškių (Nr. 8) apygarda,Lietuvos piliečių aljansas,29,3013
0.0866,Karoliniškių (Nr. 8) apygarda,Lietuvos krikščionių demokratų partija,50,1837
0.0797,Karoliniškių (Nr. 8) apygarda,Lietuvos demokratinė darbo partija,32,1705
0.0719,Karoliniškių (Nr. 8) apygarda,Lietuvos centro sąjunga,21,1547
0.0603,Karoliniškių (Nr. 8) apygarda,Lietuvos lenkų rinkimų akcija,21,1294
0.0498,Karoliniškių (Nr. 8) apygarda,Lietuvos socialdemokratų partija,18,1068
0.0339,Karoliniškių (Nr. 8) apygarda,Krikščionių demokratų sąjunga,19,720
0.0298,Karoliniškių (Nr. 8) apygarda,Lietuvos  moterų partija,11,638
0.0294,Karoliniškių (Nr. 8) apygarda,Lietuvos rusų sąjunga,4,636
0.016,Karoliniškių (Nr. 8) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",6,342
0.0142,Karoliniškių (Nr. 8) apygarda,Lietuvos liberalų sąjunga,3,306
0.011,Karoliniškių (Nr. 8) apygarda,Lietuvių tautininkų sąjunga,7,233
0.0082,Karoliniškių (Nr. 8) apygarda,Lietuvos laisvės lyga,2,177
0.007,Karoliniškių (Nr. 8) apygarda,Lietuvos socialistų partija,3,150
0.0061,Karoliniškių (Nr. 8) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,2,130
0.0061,Karoliniškių (Nr. 8) apygarda,Lietuvos ūkio partija,2,130
0.0047,Karoliniškių (Nr. 8) apygarda,Lietuvos socialinio teisingumo sąjunga,3,100
0.0043,Karoliniškių (Nr. 8) apygarda,Lietuvos laisvės sąjunga,0,93
0.0041,Karoliniškių (Nr. 8) apygarda,Lietuvos valstiečių partija,3,87
0.0018,Karoliniškių (Nr. 8) apygarda,Respublikonų partija,0,40
0.0018,Karoliniškių (Nr. 8) apygarda,Lietuvos gyvenimo logikos partija,0,39
0.0013,Karoliniškių (Nr. 8) apygarda,Tautos pažangos partija,1,28
0.0013,Karoliniškių (Nr. 8) apygarda,Lietuvos liaudies partija,2,27
0.3037,Justiniškių (Nr. 7) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),139,6387
0.1598,Justiniškių (Nr. 7) apygarda,Lietuvos centro sąjunga,57,3376
0.095,Justiniškių (Nr. 7) apygarda,Lietuvos piliečių aljansas,27,2015
0.0807,Justiniškių (Nr. 7) apygarda,Lietuvos lenkų rinkimų akcija,26,1708
0.0725,Justiniškių (Nr. 7) apygarda,Lietuvos demokratinė darbo partija,31,1527
0.0531,Justiniškių (Nr. 7) apygarda,Lietuvos socialdemokratų partija,15,1126
0.0498,Justiniškių (Nr. 7) apygarda,Lietuvos krikščionių demokratų partija,18,1053
0.0335,Justiniškių (Nr. 7) apygarda,Lietuvos rusų sąjunga,9,710
0.0321,Justiniškių (Nr. 7) apygarda,Lietuvos  moterų partija,21,669
0.0217,Justiniškių (Nr. 7) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",6,461
0.0206,Justiniškių (Nr. 7) apygarda,Krikščionių demokratų sąjunga,4,438
0.0161,Justiniškių (Nr. 7) apygarda,Lietuvos liberalų sąjunga,7,339
0.0123,Justiniškių (Nr. 7) apygarda,Lietuvių tautininkų sąjunga,3,262
0.009,Justiniškių (Nr. 7) apygarda,Lietuvos laisvės lyga,7,187
0.0063,Justiniškių (Nr. 7) apygarda,Lietuvos ūkio partija,0,135
0.0059,Justiniškių (Nr. 7) apygarda,Lietuvos socialistų partija,7,119
0.0057,Justiniškių (Nr. 7) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,2,120
0.0052,Justiniškių (Nr. 7) apygarda,Lietuvos socialinio teisingumo sąjunga,2,109
0.0045,Justiniškių (Nr. 7) apygarda,Lietuvos laisvės sąjunga,2,95
0.0035,Justiniškių (Nr. 7) apygarda,Lietuvos liaudies partija,1,74
0.0034,Justiniškių (Nr. 7) apygarda,Lietuvos gyvenimo logikos partija,1,71
0.0024,Justiniškių (Nr. 7) apygarda,Respublikonų partija,0,51
0.0023,Justiniškių (Nr. 7) apygarda,Lietuvos valstiečių partija,2,47
0.001,Justiniškių (Nr. 7) apygarda,Tautos pažangos partija,0,22
0.3225,Šeškinės (Nr. 6) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),137,6520
0.1005,Šeškinės (Nr. 6) apygarda,Lietuvos centro sąjunga,33,2042
0.0897,Šeškinės (Nr. 6) apygarda,Lietuvos piliečių aljansas,25,1827
0.0847,Šeškinės (Nr. 6) apygarda,Lietuvos demokratinė darbo partija,43,1706
0.0797,Šeškinės (Nr. 6) apygarda,Lietuvos lenkų rinkimų akcija,25,1620
0.0565,Šeškinės (Nr. 6) apygarda,Lietuvos socialdemokratų partija,28,1139
0.0521,Šeškinės (Nr. 6) apygarda,Lietuvos rusų sąjunga,10,1066
0.0437,Šeškinės (Nr. 6) apygarda,Lietuvos krikščionių demokratų partija,16,886
0.0367,Šeškinės (Nr. 6) apygarda,Lietuvos  moterų partija,12,745
0.0223,Šeškinės (Nr. 6) apygarda,Krikščionių demokratų sąjunga,6,454
0.0208,Šeškinės (Nr. 6) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",8,422
0.0168,Šeškinės (Nr. 6) apygarda,Lietuvos socialistų partija,7,339
0.0157,Šeškinės (Nr. 6) apygarda,Lietuvos liberalų sąjunga,5,319
0.0137,Šeškinės (Nr. 6) apygarda,Lietuvių tautininkų sąjunga,5,278
0.0112,Šeškinės (Nr. 6) apygarda,Lietuvos ūkio partija,1,230
0.0089,Šeškinės (Nr. 6) apygarda,Lietuvos laisvės lyga,0,183
0.0048,Šeškinės (Nr. 6) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,5,95
0.0045,Šeškinės (Nr. 6) apygarda,Lietuvos socialinio teisingumo sąjunga,7,86
0.0043,Šeškinės (Nr. 6) apygarda,Lietuvos laisvės sąjunga,3,86
0.0028,Šeškinės (Nr. 6) apygarda,Respublikonų partija,2,56
0.0028,Šeškinės (Nr. 6) apygarda,Lietuvos valstiečių partija,1,56
0.0025,Šeškinės (Nr. 6) apygarda,Lietuvos gyvenimo logikos partija,1,50
0.0021,Šeškinės (Nr. 6) apygarda,Lietuvos liaudies partija,1,43
0.0006,Šeškinės (Nr. 6) apygarda,Tautos pažangos partija,0,12
0.3086,Fabijoniškių (Nr. 5) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),96,6089
0.1334,Fabijoniškių (Nr. 5) apygarda,Lietuvos centro sąjunga,29,2644
0.0966,Fabijoniškių (Nr. 5) apygarda,Lietuvos piliečių aljansas,32,1904
0.0775,Fabijoniškių (Nr. 5) apygarda,Lietuvos lenkų rinkimų akcija,11,1543
0.0746,Fabijoniškių (Nr. 5) apygarda,Lietuvos demokratinė darbo partija,28,1467
0.0543,Fabijoniškių (Nr. 5) apygarda,Lietuvos socialdemokratų partija,18,1070
0.0451,Fabijoniškių (Nr. 5) apygarda,Lietuvos krikščionių demokratų partija,55,848
0.0416,Fabijoniškių (Nr. 5) apygarda,Lietuvos  moterų partija,11,823
0.0323,Fabijoniškių (Nr. 5) apygarda,Lietuvos rusų sąjunga,13,635
0.0277,Fabijoniškių (Nr. 5) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",6,550
0.0238,Fabijoniškių (Nr. 5) apygarda,Krikščionių demokratų sąjunga,5,473
0.0194,Fabijoniškių (Nr. 5) apygarda,Lietuvos liberalų sąjunga,3,386
0.0128,Fabijoniškių (Nr. 5) apygarda,Lietuvių tautininkų sąjunga,4,252
0.0091,Fabijoniškių (Nr. 5) apygarda,Lietuvos laisvės lyga,1,182
0.0072,Fabijoniškių (Nr. 5) apygarda,Lietuvos socialistų partija,6,139
0.0063,Fabijoniškių (Nr. 5) apygarda,Lietuvos ūkio partija,2,125
0.0061,Fabijoniškių (Nr. 5) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,2,121
0.0045,Fabijoniškių (Nr. 5) apygarda,Lietuvos socialinio teisingumo sąjunga,1,89
0.0044,Fabijoniškių (Nr. 5) apygarda,Lietuvos laisvės sąjunga,1,88
0.0041,Fabijoniškių (Nr. 5) apygarda,Lietuvos gyvenimo logikos partija,1,82
0.003,Fabijoniškių (Nr. 5) apygarda,Respublikonų partija,1,60
0.003,Fabijoniškių (Nr. 5) apygarda,Lietuvos valstiečių partija,0,60
0.0021,Fabijoniškių (Nr. 5) apygarda,Tautos pažangos partija,0,43
0.0021,Fabijoniškių (Nr. 5) apygarda,Lietuvos liaudies partija,0,43
0.3282,Žirmūnų (Nr. 4) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),181,7135
0.1172,Žirmūnų (Nr. 4) apygarda,Lietuvos demokratinė darbo partija,59,2554
0.0874,Žirmūnų (Nr. 4) apygarda,Lietuvos piliečių aljansas,9,1938
0.0779,Žirmūnų (Nr. 4) apygarda,Lietuvos centro sąjunga,20,1716
0.07,Žirmūnų (Nr. 4) apygarda,Lietuvos lenkų rinkimų akcija,23,1537
0.0681,Žirmūnų (Nr. 4) apygarda,Lietuvos socialdemokratų partija,32,1486
0.0504,Žirmūnų (Nr. 4) apygarda,Lietuvos rusų sąjunga,21,1102
0.0468,Žirmūnų (Nr. 4) apygarda,Lietuvos krikščionių demokratų partija,39,1005
0.0332,Žirmūnų (Nr. 4) apygarda,Lietuvos  moterų partija,23,717
0.0251,Žirmūnų (Nr. 4) apygarda,Krikščionių demokratų sąjunga,5,555
0.016,Žirmūnų (Nr. 4) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",3,354
0.0153,Žirmūnų (Nr. 4) apygarda,Lietuvos liberalų sąjunga,3,337
0.0135,Žirmūnų (Nr. 4) apygarda,Lietuvių tautininkų sąjunga,3,299
0.0113,Žirmūnų (Nr. 4) apygarda,Lietuvos socialistų partija,3,249
0.0069,Žirmūnų (Nr. 4) apygarda,Lietuvos laisvės lyga,3,151
0.0061,Žirmūnų (Nr. 4) apygarda,Lietuvos ūkio partija,3,133
0.0059,Žirmūnų (Nr. 4) apygarda,Lietuvos socialinio teisingumo sąjunga,4,127
0.0044,Žirmūnų (Nr. 4) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,7,91
0.0037,Žirmūnų (Nr. 4) apygarda,Lietuvos laisvės sąjunga,3,80
0.0035,Žirmūnų (Nr. 4) apygarda,Lietuvos gyvenimo logikos partija,1,77
0.0033,Žirmūnų (Nr. 4) apygarda,Respublikonų partija,2,71
0.0023,Žirmūnų (Nr. 4) apygarda,Lietuvos liaudies partija,1,50
0.002,Žirmūnų (Nr. 4) apygarda,Lietuvos valstiečių partija,0,44
0.0014,Žirmūnų (Nr. 4) apygarda,Tautos pažangos partija,0,32
0.3268,Antakalnio (Nr. 3) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),261,6368
0.1052,Antakalnio (Nr. 3) apygarda,Lietuvos centro sąjunga,45,2090
0.1039,Antakalnio (Nr. 3) apygarda,Lietuvos demokratinė darbo partija,80,2027
0.0764,Antakalnio (Nr. 3) apygarda,Lietuvos piliečių aljansas,29,1521
0.0734,Antakalnio (Nr. 3) apygarda,Lietuvos socialdemokratų partija,62,1428
0.0707,Antakalnio (Nr. 3) apygarda,Lietuvos lenkų rinkimų akcija,43,1392
0.0473,Antakalnio (Nr. 3) apygarda,Lietuvos krikščionių demokratų partija,33,927
0.0353,Antakalnio (Nr. 3) apygarda,Lietuvos rusų sąjunga,20,696
0.031,Antakalnio (Nr. 3) apygarda,Lietuvos  moterų partija,21,607
0.0247,Antakalnio (Nr. 3) apygarda,Lietuvos liberalų sąjunga,13,488
0.0202,Antakalnio (Nr. 3) apygarda,Krikščionių demokratų sąjunga,17,393
0.0176,Antakalnio (Nr. 3) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",34,324
0.0152,Antakalnio (Nr. 3) apygarda,Lietuvių tautininkų sąjunga,7,302
0.0121,Antakalnio (Nr. 3) apygarda,Lietuvos socialistų partija,7,238
0.0066,Antakalnio (Nr. 3) apygarda,Lietuvos laisvės lyga,3,130
0.0049,Antakalnio (Nr. 3) apygarda,Lietuvos socialinio teisingumo sąjunga,4,96
0.0048,Antakalnio (Nr. 3) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,4,93
0.0047,Antakalnio (Nr. 3) apygarda,Lietuvos liaudies partija,3,93
0.0043,Antakalnio (Nr. 3) apygarda,Lietuvos ūkio partija,2,86
0.0035,Antakalnio (Nr. 3) apygarda,Lietuvos valstiečių partija,4,66
0.0032,Antakalnio (Nr. 3) apygarda,Lietuvos laisvės sąjunga,3,61
0.003,Antakalnio (Nr. 3) apygarda,Lietuvos gyvenimo logikos partija,2,59
0.0021,Antakalnio (Nr. 3) apygarda,Respublikonų partija,0,42
0.0015,Antakalnio (Nr. 3) apygarda,Tautos pažangos partija,0,31
0.331,Senamiesčio (Nr. 2) apygarda,Tėvynės sąjunga  (Lietuvos konservatoriai),203,6020
0.0955,Senamiesčio (Nr. 2) apygarda,Lietuvos demokratinė darbo partija,54,1741
0.0922,Senamiesčio (Nr. 2) apygarda,Lietuvos piliečių aljansas,27,1706
0.0845,Senamiesčio (Nr. 2) apygarda,Lietuvos centro sąjunga,43,1545
0.0746,Senamiesčio (Nr. 2) apygarda,Lietuvos lenkų rinkimų akcija,12,1390
0.0574,Senamiesčio (Nr. 2) apygarda,Lietuvos socialdemokratų partija,41,1038
0.0531,Senamiesčio (Nr. 2) apygarda,Lietuvos krikščionių demokratų partija,37,961
0.0501,Senamiesčio (Nr. 2) apygarda,Lietuvos rusų sąjunga,22,919
0.0302,Senamiesčio (Nr. 2) apygarda,Lietuvos  moterų partija,18,549
0.0241,Senamiesčio (Nr. 2) apygarda,Krikščionių demokratų sąjunga,15,439
0.024,Senamiesčio (Nr. 2) apygarda,Lietuvos liberalų sąjunga,9,443
0.0193,Senamiesčio (Nr. 2) apygarda,"Lietuvių nacionalinė partija - ""Jaunoji Lietuva""",8,354
0.0135,Senamiesčio (Nr. 2) apygarda,Lietuvių tautininkų sąjunga,7,247
0.0092,Senamiesčio (Nr. 2) apygarda,Lietuvos laisvės lyga,5,168
0.0075,Senamiesčio (Nr. 2) apygarda,Lietuvos socialistų partija,0,141
0.0053,Senamiesčio (Nr. 2) apygarda,Lietuvos gyvenimo logikos partija,3,97
0.0052,Senamiesčio (Nr. 2) apygarda,Lietuvos ūkio partija,2,95
0.0046,Senamiesčio (Nr. 2) apygarda,Lietuvos politinių kalinių ir tremtinių sąjunga,1,86
0.0039,Senamiesčio (Nr. 2) apygarda,Lietuvos liaudies partija,2,71
0.0037,Senamiesčio (Nr. 2) apygarda,Lietuvos laisvės sąjunga,1,69
0.0037,Senamiesčio (Nr. 2) apygarda,Lietuvos valstiečių partija,5,64
0.0036,Senamiesčio (Nr. 2) apygarda,Lietuvos socialinio teisingumo sąjunga,1,66
0.0024,Senamiesčio (Nr. 2) apygarda,Respublikonų partija,3,42
0.0016,Senamiesčio (Nr. 2) apygarda,Tautos pažangos partija,0,30
